content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,content_age_days,days_since_last_update,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,trend_pct,age_tier,age_tier_order,freshness_tier,word_count_tier,char_count_tier,impression_tier,position_tier,trend_direction,is_declining_label,is_missing_position,is_missing_keyword_context,is_missing_word_count,log_impressions_90d,log_clicks_90d,log_sessions_90d,engaged_session_ratio,click_to_session_ratio,ml_opportunity_probability,opportunity_score,priority,action,primary_reason,confidence,queue_rank
content_9c2b02889e9c,client_19581e27de,10.0,0.14,LOW,0.0,keyword article,transactional,0.0,0.0,,,329,104,1108,1,2,2,2,1,0,1,82,2,163,0,0,107,1,2,0.09,25.9,50.0,50.0,0.0,52.3,181-365,5,91-180,unknown,unknown,moderate,page_3_5,up,0,0,0,1,7.011213987350367,0.6931471805599453,1.0986122886681098,0.5,2.0,0.5501,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20572
content_a83ea5213bce,client_4e07408562,70.0,0.01,LOW,0.02,keyword article,commercial,3050.0,17874.0,,gemini-3-flash-preview,280,25,13259,49,81,68,66,4,1,5,88,39,4292,16,34,3790,16,20,0.37,20.4,5.88,6.17,1.47,13.2,181-365,5,0-30,2000-3500,15000-25000,good,page_3_5,stable,0,0,0,0,9.492507263739853,3.912023005428146,4.23410650459726,0.0588235294117647,1.3877551020408163,0.3971,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20573
content_fe73f6bc73de,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3541.0,25095.0,google,gemini-2.5-flash,138,20,40,0,0,1,1,0,0,1,22,1,5,0,0,29,0,1,0.0,22.5,0.0,0.0,0.0,-82.8,91-180,4,0-30,3500+,25000+,low,page_3_5,down,1,0,1,0,3.713572066704308,0.0,0.6931471805599453,0.0,1.0,0.6835,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20574
content_0959e30583cd,client_e629fa6598,10.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,unknown,460,22,29,0,1,1,1,0,0,0,13,1,0,0,0,0,0,0,0.0,7.4,0.0,0.0,0.0,,365+,6,0-30,unknown,unknown,low,page_1,flat,0,0,0,1,3.4011973816621555,0.0,0.6931471805599453,0.0,1.0,0.5205,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20575
content_c87919f2b762,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2579.0,15706.0,,gemini-2.5-flash,145,20,12,0,1,2,2,0,0,1,10,2,3,0,1,8,0,1,0.0,8.5,0.0,100.0,0.0,-62.5,91-180,4,0-30,2000-3500,15000-25000,low,page_1,down,1,0,1,0,2.5649493574615367,0.0,1.0986122886681098,0.0,2.0,0.5656,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20576
content_4f3fb0857ca9,client_19581e27de,70.0,0.09,LOW,0.17,keyword article,commercial,3382.0,23505.0,google,gemini-3-flash-preview,124,20,53012,364,474,381,366,4,0,13,88,74,22927,158,192,19531,128,148,0.69,4.1,1.05,2.74,0.0,17.4,91-180,4,0-30,2000-3500,15000-25000,excellent,page_1,stable,0,0,0,0,10.878292445476164,5.899897353582492,5.945420608606575,0.0104986876640419,1.0467032967032968,0.2458,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20577
content_6daa046e195c,client_8527a891e2,10.0,0.0,LOW,0.0,keyword article,informational,3688.0,21865.0,,gpt-4o-mini,309,104,239,1,25,20,18,0,0,0,71,16,78,0,3,69,0,12,0.42,42.0,0.0,0.0,0.0,13.0,181-365,5,91-180,3500+,15000-25000,low,page_3_5,stable,0,0,0,0,5.480638923341991,0.6931471805599453,3.044522437723423,0.0,10.0,0.5169,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20578
content_2513d63e5453,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,navigational,7262.0,47945.0,,gemini-3-flash-preview,236,104,111690,587,1749,929,884,46,24,71,88,90,35410,168,300,38481,236,328,0.53,15.3,4.95,4.06,2.58,-8.0,181-365,5,91-180,3500+,25000+,excellent,striking,stable,0,0,0,0,11.623491408847825,6.376726947898627,6.835184586147301,0.0495156081808396,1.5826235093696763,0.1547,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20579
content_4c545ca3e8d3,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3121.0,20231.0,google,gemini-3-flash-preview,119,20,5128,43,150,70,66,6,0,25,88,56,1736,9,24,2455,19,19,0.84,8.8,8.57,16.67,0.0,-29.3,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.542665987389269,3.784189633918261,4.262679877041316,0.0857142857142857,1.627906976744186,0.4032,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20580
content_af50f07026c0,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,3061.0,21543.0,google,gemini-3-flash-preview,119,20,145537,631,797,646,623,12,0,27,88,76,55683,277,293,53518,207,241,0.43,3.7,1.86,3.39,0.0,4.0,91-180,4,0-30,2000-3500,15000-25000,excellent,page_1,stable,0,0,1,0,11.888192499880038,6.448889394146858,6.472346294500901,0.0185758513931888,1.0237717908082409,0.2095,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20581
content_8fede10d5ed2,client_19581e27de,20.0,0.96,HIGH,1.67,keyword article,transactional,2750.0,17386.0,,gemini-3-flash-preview,441,20,7082,46,61,52,50,0,0,1,88,33,2212,11,21,2146,19,22,0.65,7.5,0.0,1.64,0.0,3.1,365+,6,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,8.865452825753623,3.8501476017100575,3.970291913552122,0.0,1.1304347826086956,0.3388,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20582
content_cb317a98d402,client_4e07408562,170.0,0.0,LOW,1.45,keyword article,informational,0.0,0.0,,gpt-4o-mini,421,104,1465,2,5,5,5,1,0,1,88,5,364,0,3,603,0,1,0.14,22.2,20.0,20.0,0.0,-39.6,365+,6,91-180,unknown,unknown,moderate,page_3_5,down,1,0,0,1,7.290292882446597,1.0986122886681098,1.791759469228055,0.2,2.5,0.4684,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20583
content_bf4e7e89e657,client_8722616204,10.0,0.86,HIGH,0.2,keyword article,commercial,5152.0,36793.0,google,gemini-2.5-flash,140,104,8,0,2,2,2,0,0,1,7,2,0,0,0,0,0,2,0.0,9.4,0.0,50.0,0.0,,91-180,4,91-180,3500+,25000+,low,page_1,flat,0,0,0,0,2.19722457733622,0.0,1.0986122886681098,0.0,2.0,0.507,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20584
content_bf74af5baf71,client_a88a7902cb,110.0,0.0,LOW,0.0,keyword article,commercial,3241.0,21771.0,google,gemini-3-flash-preview,105,28,95,0,2,2,2,0,0,1,29,2,9,0,0,54,0,2,0.0,22.2,0.0,50.0,0.0,-83.3,91-180,4,0-30,2000-3500,15000-25000,low,page_3_5,down,1,0,0,0,4.564348191467836,0.0,1.0986122886681098,0.0,2.0,0.6331,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20585
content_1801df91427b,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,441,22,1192,5,25,20,20,0,0,0,88,12,329,3,9,388,1,8,0.42,12.0,0.0,0.0,0.0,-15.2,365+,6,0-30,unknown,unknown,moderate,striking,stable,0,0,0,1,7.084226422097916,1.791759469228055,3.044522437723423,0.0,4.0,0.3932,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20586
content_d083aab4c7fa,client_a88a7902cb,30.0,0.01,LOW,0.0,keyword article,transactional,3512.0,22760.0,google,gemini-3-flash-preview,90,20,3170,34,93,45,39,1,0,7,83,33,1180,9,13,1225,11,16,1.07,6.5,2.22,7.53,0.0,-3.7,31-90,3,0-30,3500+,15000-25000,good,page_1,stable,0,0,0,0,8.061802274538348,3.555348061489413,3.828641396489095,0.0222222222222222,1.3235294117647058,0.447,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20587
content_8a7689d45430,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2671.0,18382.0,google,gemini-3-flash-preview,92,8,5,0,1,1,1,0,0,1,4,1,1,0,0,0,0,1,0.0,19.4,0.0,100.0,0.0,,91-180,4,0-30,2000-3500,15000-25000,low,striking,new,0,0,1,0,1.791759469228055,0.0,0.6931471805599453,0.0,1.0,0.6164,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20588
content_e7c9466c83ff,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2569.0,19759.0,google,gemini-3-flash-preview,126,20,97,1,4,4,3,0,0,0,52,3,18,0,0,30,0,1,1.03,6.7,0.0,0.0,0.0,-40.0,91-180,4,0-30,2000-3500,15000-25000,low,page_1,down,1,0,1,0,4.584967478670572,0.6931471805599453,1.6094379124341005,0.0,4.0,0.6137,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20589
content_7fa850f004ea,client_bdd2d3af3a,10.0,0.09,LOW,0.0,keyword article,informational,2548.0,16636.0,gemini-generate-content,gemini-3-flash-preview,91,8,22,1,2,2,2,0,0,1,19,2,4,1,1,3,0,1,4.55,6.2,0.0,50.0,0.0,33.3,91-180,4,0-30,2000-3500,15000-25000,low,page_1,up,0,0,0,0,3.1354942159291497,0.6931471805599453,1.0986122886681098,0.0,2.0,0.7688,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20590
content_23c5b757d704,client_02d20bbd7e,10.0,0.14,LOW,0.0,keyword article,commercial,1499.0,9351.0,,unknown,332,104,30,0,1,1,1,1,0,1,14,1,3,0,0,0,0,0,0.0,8.9,100.0,100.0,0.0,,181-365,5,91-180,1000-2000,8000-15000,low,page_1,new,0,0,0,0,3.4339872044851463,0.0,0.6931471805599453,1.0,1.0,0.5557,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20591
content_bcfd47484b9a,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,463,22,115,0,16,16,16,0,0,0,53,10,60,0,12,34,0,4,0.0,15.8,0.0,0.0,0.0,76.5,365+,6,0-30,unknown,unknown,low,striking,up,0,0,0,1,4.7535901911063645,0.0,2.833213344056216,0.0,10.0,0.4521,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20592
content_b808b421d088,client_349c41201b,10.0,0.86,HIGH,0.1,keyword article,commercial,2951.0,19256.0,google,gemini-3-flash-preview,104,20,3540,38,46,45,41,0,0,1,88,26,1257,18,24,1508,10,9,1.07,4.7,0.0,2.17,0.0,-16.6,91-180,4,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,8.172164452111904,3.6635616461296463,3.828641396489095,0.0,1.1842105263157894,0.4373,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20593
content_7c0c0baa844f,client_3fdba35f04,10.0,0.06,LOW,0.0,keyword article,transactional,2634.0,15553.0,,gemini-3-flash-preview,333,26,72152,554,1240,853,748,19,0,45,88,89,18714,146,233,23540,192,262,0.77,20.4,2.23,3.63,0.0,-20.5,181-365,5,0-30,2000-3500,15000-25000,excellent,page_3_5,down,1,0,0,0,11.186544143379171,6.318968113746434,6.74993119378857,0.022274325908558,1.53971119133574,0.3179,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20594
content_ad1f3889d003,client_d4735e3a26,4400.0,0.0,LOW,0.0,keyword article,commercial,0.0,0.0,,gpt-4o-mini,495,20,72,4,5,5,5,0,0,1,29,5,8,0,0,20,2,2,5.56,3.8,0.0,20.0,0.0,-60.0,365+,6,0-30,unknown,unknown,low,page_1,down,1,0,0,1,4.290459441148391,1.6094379124341005,1.791759469228055,0.0,1.25,0.6984,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20595
content_93fda401256d,client_f369cb89fc,50.0,0.0,LOW,0.0,keyword article,commercial,2840.0,16947.0,,gemini-2.5-flash,187,20,17,0,1,1,1,0,0,1,12,1,2,0,0,6,0,0,0.0,10.9,0.0,100.0,0.0,-66.7,181-365,5,0-30,2000-3500,15000-25000,low,striking,down,1,0,0,0,2.8903717578961645,0.0,0.6931471805599453,0.0,1.0,0.5491,47.2,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20596
content_7cf44fec01d4,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2949.0,20256.0,google,gemini-3-flash-preview,98,20,6980,40,64,56,55,2,1,3,81,38,2421,20,27,2973,13,18,0.57,6.0,3.57,4.69,1.79,-18.6,91-180,4,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,1,0,8.850947451970402,3.713572066704308,4.04305126783455,0.0357142857142857,1.4,0.3353,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20597
content_36e7f7f0b722,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,4603.0,29338.0,,gemini-3-flash-preview,148,8,25067,284,454,435,391,6,1,10,88,87,7233,78,138,8308,99,131,1.13,5.6,1.38,2.2,0.23,-12.9,91-180,4,0-30,3500+,25000+,good,page_1,stable,0,0,1,0,10.129347411344568,5.652489180268651,6.077642243349034,0.0137931034482758,1.5316901408450705,0.3591,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20598
content_337aed6750c0,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,2561.0,16346.0,,gemini-3-flash-preview,421,13,3584,20,26,25,25,2,0,3,88,20,1284,4,9,1162,7,7,0.56,7.9,8.0,11.54,0.0,10.5,365+,6,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,8.184513753033722,3.044522437723423,3.258096538021482,0.08,1.25,0.3844,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20599
content_b9fd4c81c4e2,client_f74efabef1,10.0,0.21,LOW,0.0,keyword article,informational,2718.0,18345.0,google,gemini-3-flash-preview,104,20,1155,10,10,10,10,1,0,1,88,10,329,3,2,446,3,6,0.87,5.9,10.0,10.0,0.0,-26.2,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,7.052721049232323,2.3978952727983707,2.3978952727983707,0.1,1.0,0.4855,47.2,MEDIUM,MONITOR,Striking Zone Position Opportunity,0.78,20600
content_fd270fc98fa0,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2440.0,16437.0,,gemini-3-flash-preview,148,8,111,1,4,4,4,0,0,1,38,4,41,1,1,21,0,1,0.9,5.2,0.0,25.0,0.0,95.2,91-180,4,0-30,2000-3500,15000-25000,low,page_1,up,0,0,1,0,4.718498871295094,0.6931471805599453,1.6094379124341005,0.0,4.0,0.5985,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20601
content_8c60c34ea4d7,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,4838.0,33483.0,google,gemini-2.5-flash,138,28,113,1,6,5,5,0,0,1,36,5,1,0,2,31,0,2,0.88,38.5,0.0,16.67,0.0,-96.8,91-180,4,0-30,3500+,25000+,low,page_3_5,down,1,0,1,0,4.736198448394496,0.6931471805599453,1.791759469228055,0.0,5.0,0.6247,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20602
content_a14519f42a3e,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2762.0,21713.0,google,gemini-3-flash-preview,138,20,58,0,2,2,2,0,0,1,18,2,13,0,1,5,0,0,0.0,5.6,0.0,50.0,0.0,160.0,91-180,4,0-30,2000-3500,15000-25000,low,page_1,up,0,0,1,0,4.07753744390572,0.0,1.0986122886681098,0.0,2.0,0.4882,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20603
content_65eed1d86876,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2522.0,16911.0,google,gemini-3-flash-preview,95,20,835,3,5,5,5,0,0,1,85,4,244,0,1,181,0,1,0.36,33.6,0.0,20.0,0.0,34.8,91-180,4,0-30,2000-3500,15000-25000,moderate,page_3_5,up,0,0,1,0,6.728628613084702,1.3862943611198906,1.791759469228055,0.0,1.6666666666666667,0.5299,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20604
content_2ec5acd4f436,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,3689.0,25823.0,,gemini-2.5-flash,225,20,20,0,7,7,7,0,0,6,17,7,6,0,0,11,0,2,0.0,15.4,0.0,85.71,0.0,-45.5,181-365,5,0-30,3500+,25000+,low,striking,down,1,0,1,0,3.044522437723423,0.0,2.079441541679836,0.0,7.0,0.5415,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20605
content_3aa51c5df66b,client_4e07408562,40.0,0.87,HIGH,0.52,keyword article,commercial,2606.0,16865.0,,gemini-3-flash-preview,300,13,987,2,4,3,3,0,0,0,88,2,215,1,1,339,1,2,0.2,27.1,0.0,0.0,0.0,-36.6,181-365,5,0-30,2000-3500,15000-25000,moderate,page_3_5,down,1,0,0,0,6.895682697747868,1.0986122886681098,1.3862943611198906,0.0,1.5,0.5275,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20606
content_e3dff173ea81,client_e629fa6598,30.0,0.03,LOW,0.0,keyword article,commercial,0.0,0.0,,unknown,494,22,1609,2,24,22,21,0,0,1,88,17,246,0,9,284,0,8,0.12,19.2,0.0,4.17,0.0,-13.4,365+,6,0-30,unknown,unknown,moderate,striking,stable,0,0,0,1,7.383989457978509,1.0986122886681098,3.1354942159291497,0.0,10.0,0.3352,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20607
content_82dab8cbf876,client_4e07408562,110.0,0.0,LOW,0.0,keyword article,informational,2801.0,17022.0,,gemini-3-flash-preview,545,13,2419,8,16,15,15,0,0,0,88,11,744,4,9,807,3,5,0.33,17.4,0.0,0.0,0.0,-7.8,365+,6,0-30,2000-3500,15000-25000,moderate,striking,stable,0,0,0,0,7.791522819150732,2.19722457733622,2.772588722239781,0.0,1.875,0.353,47.2,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20608
content_711cf2a20000,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2871.0,17774.0,,gemini-2.5-flash,145,8,69,0,1,2,2,0,0,1,18,2,0,0,1,0,0,1,0.0,4.3,0.0,100.0,0.0,,91-180,4,0-30,2000-3500,15000-25000,low,page_1,flat,0,0,1,0,4.248495242049359,0.0,1.0986122886681098,0.0,2.0,0.4906,47.2,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20609
content_48a840d54a30,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,445,22,1112,13,38,32,32,0,0,3,86,23,299,5,11,522,6,19,1.17,6.3,0.0,7.89,0.0,-42.7,365+,6,0-30,unknown,unknown,moderate,page_1,down,1,0,1,1,7.014814351275545,2.6390573296152584,3.49650756146648,0.0,2.4615384615384617,0.5089,47.2,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20610
content_fd1cb7ce68f8,client_8527a891e2,0.0,0.0,LOW,0.0,keyword article,informational,1302.0,8335.0,,gpt-4o-mini,275,104,8,0,1,1,1,0,0,0,6,1,3,0,0,3,0,1,0.0,17.9,0.0,0.0,0.0,0.0,181-365,5,91-180,1000-2000,8000-15000,low,striking,stable,0,0,1,0,2.19722457733622,0.0,0.6931471805599453,0.0,1.0,0.5058,47.1,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20611
content_4752844167a2,client_8527a891e2,20.0,0.0,LOW,0.0,keyword article,informational,3637.0,21931.0,,gpt-4o-mini,309,20,104,0,4,4,4,0,0,0,54,4,39,0,0,18,0,2,0.0,44.1,0.0,0.0,0.0,116.7,181-365,5,0-30,3500+,15000-25000,low,page_3_5,up,0,0,0,0,4.653960350157523,0.0,1.6094379124341005,0.0,4.0,0.6342,47.1,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20612
content_cf74de3460cb,client_19581e27de,170.0,0.19,LOW,0.09,keyword article,informational,0.0,0.0,,,445,22,554,1,13,13,13,0,0,1,86,10,98,0,10,183,1,3,0.18,19.1,0.0,7.69,0.0,-46.4,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,6.318968113746434,0.6931471805599453,2.6390573296152584,0.0,10.0,0.396,47.1,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20613
content_07f2e7a6f38a,client_19581e27de,10.0,0.03,LOW,0.0,keyword article,transactional,0.0,0.0,,,313,104,101078,856,956,780,748,16,0,44,88,76,30095,213,222,35763,337,361,0.85,2.7,2.05,4.6,0.0,-15.8,181-365,5,91-180,unknown,unknown,excellent,top_3,stable,0,0,0,1,11.523657668299256,6.75343791859778,6.660575149839686,0.0205128205128205,0.911214953271028,0.1935,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20614
content_9beb3583c4e7,client_19581e27de,10.0,0.11,LOW,0.0,keyword article,informational,0.0,0.0,,,441,22,1553,2,35,35,35,0,0,1,88,13,441,0,26,602,2,8,0.13,19.3,0.0,2.86,0.0,-26.7,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,7.348587530927593,1.0986122886681098,3.58351893845611,0.0,10.0,0.3344,47.1,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20615
content_ec2d83092bbe,client_19581e27de,50.0,0.01,LOW,0.94,keyword article,informational,2466.0,17404.0,google,gemini-3-flash-preview,124,20,93221,729,807,667,649,5,0,11,88,76,29624,217,227,39869,301,295,0.78,3.1,0.75,1.36,0.0,-25.7,91-180,4,0-30,2000-3500,15000-25000,excellent,page_1,down,1,0,0,0,11.442739024320057,6.593044534142437,6.504288173536645,0.0074962518740629,0.9149519890260632,0.2572,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20616
content_4573953c8d54,client_8527a891e2,720.0,0.0,LOW,0.0,keyword article,informational,3755.0,23357.0,,gpt-4o-mini,348,20,50,0,5,5,5,0,0,1,24,5,2,0,1,16,0,3,0.0,9.2,0.0,20.0,0.0,-87.5,181-365,5,0-30,3500+,15000-25000,low,page_1,down,1,0,0,0,3.9318256327243257,0.0,1.791759469228055,0.0,5.0,0.4938,47.1,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20617
content_c42047cbce20,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2742.0,21166.0,google,gemini-3-flash-preview,117,20,991,10,7,7,7,0,0,2,72,7,566,2,2,217,2,3,1.01,5.0,0.0,28.57,0.0,160.8,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,up,0,0,1,0,6.899723107284872,2.3978952727983707,2.079441541679836,0.0,0.7,0.4911,47.1,MEDIUM,MONITOR,Striking Zone Position Opportunity,0.78,20618
content_31c90b860ef8,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,gpt-4o-mini,537,104,11164,87,83,75,71,4,0,19,88,49,4202,18,23,4381,33,29,0.78,3.6,5.33,22.89,0.0,-4.1,365+,6,91-180,unknown,unknown,good,page_1,stable,0,0,0,1,9.320539164274258,4.477336814478207,4.330733340286331,0.0533333333333333,0.8620689655172413,0.2669,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20619
content_f3c7143e3354,client_8527a891e2,20.0,0.04,LOW,0.0,keyword article,informational,1766.0,11020.0,,gpt-4o-mini,237,103,7,0,6,6,6,0,0,1,6,5,0,0,0,5,0,1,0.0,11.4,0.0,16.67,0.0,-100.0,181-365,5,91-180,1000-2000,8000-15000,low,striking,down,1,0,0,0,2.079441541679836,0.0,1.9459101490553128,0.0,6.0,0.5126,47.1,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,20620
content_e9fcff2a8dc0,client_d029fa3a95,50.0,0.45,MEDIUM,6.27,keyword article,informational,4106.0,25976.0,google,gemini-3-flash-preview,110,20,24,0,1,1,1,0,0,0,16,1,5,0,0,2,0,0,0.0,9.9,0.0,0.0,0.0,150.0,91-180,4,0-30,3500+,25000+,low,page_1,up,0,0,0,0,3.218875824868201,0.0,0.6931471805599453,0.0,1.0,0.5291,47.1,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,20621
content_9c195417f6ef,client_19581e27de,20.0,0.02,LOW,0.0,keyword article,transactional,0.0,0.0,,,313,104,79146,574,609,515,498,8,1,17,88,76,22634,168,191,27361,185,204,0.73,2.5,1.55,2.79,0.19,-17.3,181-365,5,91-180,unknown,unknown,excellent,top_3,stable,0,0,0,1,11.27906216187447,6.354370040797351,6.246106765481563,0.0155339805825242,0.8972125435540069,0.1752,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20622
content_aa503f98587a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,2857.0,17842.0,google,gemini-3-flash-preview,104,20,6640,64,181,94,88,6,0,7,83,48,3085,28,57,2295,25,25,0.96,10.7,6.38,3.87,0.0,34.4,91-180,4,0-30,2000-3500,15000-25000,good,striking,up,0,0,1,0,8.801017833540714,4.174387269895637,4.553876891600541,0.0638297872340425,1.46875,0.3999,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20623
content_7f489ad8915c,client_4e07408562,140.0,0.04,LOW,0.1,keyword article,commercial,2994.0,19641.0,,gemini-3-flash-preview,487,25,8777,21,26,23,22,2,0,2,88,20,3122,3,3,3066,8,9,0.24,8.5,8.7,7.69,0.0,1.8,365+,6,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,9.08000387024818,3.091042453358316,3.1780538303479458,0.0869565217391304,1.0952380952380951,0.2798,47.1,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20624
content_43cb776e3a3d,client_8527a891e2,50.0,0.05,LOW,0.0,keyword article,informational,3740.0,22110.0,,gpt-4o-mini,309,104,59,0,29,28,25,1,0,1,37,22,23,0,9,15,0,12,0.0,39.1,3.57,3.45,0.0,53.3,181-365,5,91-180,3500+,15000-25000,low,page_3_5,up,0,0,0,0,4.0943445622221,0.0,3.367295829986474,0.0357142857142857,10.0,0.593,47.1,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,20625
content_9c81f5e84fd8,client_19581e27de,1000.0,0.31,LOW,1.83,keyword article,informational,0.0,0.0,,,480,22,911,2,22,18,17,0,0,0,88,14,241,1,8,384,0,7,0.22,13.9,0.0,0.0,0.0,-37.2,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,6.815639990074331,1.0986122886681098,2.9444389791664403,0.0,9.0,0.3768,47.1,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,20626
